TMA,Version,5.1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0730-full,,,full,full,full;bot;,full,full,full,full
.,,,Confidential,,,,,Server,,Server,Server,Server,,,,Server,,Server,Server,,Server,,Server,,Server,,Server,,Server,,,,,,,,,,,;bot;EDP;perf,,,,
Aux,#ITLB_Miss_Cycles,,,,,,,,,,,,,,,,,,,,,#NA,,( 14 * ITLB_MISSES.STLB_HIT + ITLB_MISSES.WALK_DURATION:c1 + 7 * ITLB_MISSES.WALK_COMPLETED ),,( 14 * ITLB_MISSES.STLB_HIT + ITLB_MISSES.WALK_DURATION ),,,,( 12 * ITLB_MISSES.STLB_HIT + ITLB_MISSES.WALK_DURATION ),,Count,,,4.1,MemoryTLB,,pub,3,;,,,,
Aux,#L2_Bound_Ratio,,,,,,,,,,,,#NA,,,,,,,,,( CYCLE_ACTIVITY.STALLS_L1D_MISS - CYCLE_ACTIVITY.STALLS_L2_MISS ) / CLKS,,,,,,,,#NA,,Fraction,,,3.1,,,pub,3,;bot;,,,,
Aux,#Light_Ops_Sum,,,,,,Retiring * UOPS_EXECUTED.X87 / UOPS_EXECUTED.THREAD + ( #FP_Arith_Scalar + #FP_Arith_Vector ) / #Retired_Slots  +  ( INT_VEC_RETIRED.ADD_128 + INT_VEC_RETIRED.VNNI_128  +  INT_VEC_RETIRED.ADD_256 + INT_VEC_RETIRED.MUL_256 + INT_VEC_RETIRED.VNNI_256 ) / #Retired_Slots  + Memory_Operations + Fused_Instructions + Non_Fused_Branches,,,,,,FP_Arith + Int_Operations + Memory_Operations + Fused_Instructions + Non_Fused_Branches,,,,FP_Arith + Memory_Operations + Branch_Instructions,,,,,FP_Arith + Memory_Operations + Fused_Instructions + Non_Fused_Branches ,,,,,,,,,,Count,,,4.7,,,pub/v4.3,L3,,,,,
Aux,#LOAD_L1_MISS,,,,,,,,,,,,,,,,,,,,,#NA,,,,MEM_LOAD_UOPS_RETIRED.L2_HIT_PS + MEM_LOAD_UOPS_RETIRED.L3_HIT_PS + MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HIT_PS + MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HITM_PS + MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_MISS_PS,,MEM_LOAD_UOPS_RETIRED.L2_HIT_PS + MEM_LOAD_UOPS_RETIRED.LLC_HIT_PS + MEM_LOAD_UOPS_LLC_HIT_RETIRED.XSNP_HIT_PS + MEM_LOAD_UOPS_LLC_HIT_RETIRED.XSNP_HITM_PS + MEM_LOAD_UOPS_LLC_HIT_RETIRED.XSNP_MISS_PS,,#NA,,Count,,,4.1,,,pub,i,;bot;,,,,
Aux,#LOAD_L1_MISS_NET,,,,,,,,,,,,,,,,,,,,,MEM_LOAD_RETIRED.L1_MISS,,,#LOAD_L1_MISS + MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS + MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_DRAM_PS + MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_HITM_PS + MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_FWD_PS,#LOAD_L1_MISS + MEM_LOAD_UOPS_RETIRED.L3_MISS_PS,#LOAD_L1_MISS + MEM_LOAD_UOPS_LLC_MISS_RETIRED.LOCAL_DRAM_PS + MEM_LOAD_UOPS_LLC_MISS_RETIRED.REMOTE_DRAM_PS + MEM_LOAD_UOPS_LLC_MISS_RETIRED.REMOTE_HITM_PS + MEM_LOAD_UOPS_LLC_MISS_RETIRED.REMOTE_FWD_PS,#LOAD_L1_MISS + MEM_LOAD_UOPS_RETIRED.LLC_MISS_PS,,#NA,,Count,,,4.0,,,pub,i,;bot;,,,,
Aux,#LOAD_L2_HIT,,,,,,,,#NA,,,,#NA,,,,,,,,,MEM_LOAD_RETIRED.L2_HIT_PS * ( 1 + #FBHit_per_L1Miss ),,,,,,,,#NA,,Count,,,4.3,,,pub/v4.2,i,;bot;,,,,
Aux,#LOAD_L3_HIT,,,,,,,,,,,,,,,,,,,,,MEM_LOAD_RETIRED.L3_HIT * #FB_Factor,,,,MEM_LOAD_UOPS_RETIRED.L3_HIT_PS * ( 1 + MEM_LOAD_UOPS_RETIRED.HIT_LFB_PS / #LOAD_L1_MISS_NET ),,MEM_LOAD_UOPS_RETIRED.LLC_HIT_PS * ( 1 + MEM_LOAD_UOPS_RETIRED.HIT_LFB_PS / #LOAD_L1_MISS_NET ),,#NA,,Count,,,4.1,,,pub/5.0,i,;bot;,,,,
Aux,#LOAD_LCL_MEM,,,,,,,,,,,,,,,,,,,,MEM_LOAD_L3_MISS_RETIRED.LOCAL_DRAM * ( 1 + #FBHit_per_L1Miss ),,,,MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS * ( 1 + MEM_LOAD_UOPS_RETIRED.HIT_LFB_PS / #LOAD_L1_MISS_NET ),,MEM_LOAD_UOPS_LLC_MISS_RETIRED.LOCAL_DRAM_PS * ( 1 + MEM_LOAD_UOPS_RETIRED.HIT_LFB_PS / #LOAD_L1_MISS_NET ),,,#NA,,Count,,,3.4,Server,,pub,i,;bot;,,,,
Aux,#LOAD_LCL_PMM,,,,,,,MEM_LOAD_RETIRED.LOCAL_CXL_MEM * ( 1 + #FBHit_per_L1Miss ) if #PMM_App_Direct else #NA,,#NA,#NA,,,,,,,,MEM_LOAD_RETIRED.LOCAL_PMM * ( 1 + #FBHit_per_L1Miss ) if #PMM_App_Direct else #NA,,,,,,,,,,,#NA,,Count,,,5.0,Server,,pub,i,;bot;,,,,
Aux,#LOAD_RMT_FWD,,,,,,,,,,,,,,,,,,,,MEM_LOAD_L3_MISS_RETIRED.REMOTE_FWD * ( 1 + #FBHit_per_L1Miss ) if #DS else #NA,,,,MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_FWD_PS * ( 1 + MEM_LOAD_UOPS_RETIRED.HIT_LFB_PS / #LOAD_L1_MISS_NET ),,MEM_LOAD_UOPS_LLC_MISS_RETIRED.REMOTE_FWD_PS * ( 1 + MEM_LOAD_UOPS_RETIRED.HIT_LFB_PS / #LOAD_L1_MISS_NET ),,,#NA,,Count,,,3.1,Server,,pub,i,;bot;,,,,
Aux,#LOAD_RMT_HITM,,,,,,,,,,,,,,,,,,,,MEM_LOAD_L3_MISS_RETIRED.REMOTE_HITM * ( 1 + #FBHit_per_L1Miss ) if #DS else #NA,,,,MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_HITM_PS * ( 1 + MEM_LOAD_UOPS_RETIRED.HIT_LFB_PS / #LOAD_L1_MISS_NET ),,MEM_LOAD_UOPS_LLC_MISS_RETIRED.REMOTE_HITM_PS * ( 1 + MEM_LOAD_UOPS_RETIRED.HIT_LFB_PS / #LOAD_L1_MISS_NET ),,,#NA,,Count,,,3.1,Server,,pub,i,;bot;,,,,
Aux,#LOAD_RMT_MEM,,,,,,,,,,,,,,,,,,,,MEM_LOAD_L3_MISS_RETIRED.REMOTE_DRAM * ( 1 + #FBHit_per_L1Miss ) if #DS else #NA,,,,MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_DRAM_PS * ( 1 + MEM_LOAD_UOPS_RETIRED.HIT_LFB_PS / #LOAD_L1_MISS_NET ),,MEM_LOAD_UOPS_LLC_MISS_RETIRED.REMOTE_DRAM_PS * ( 1 + MEM_LOAD_UOPS_RETIRED.HIT_LFB_PS / #LOAD_L1_MISS_NET ),,,#NA,,Count,,,3.1,Server,,pub,i,;bot;,,,,
Aux,#LOAD_RMT_PMM,,,,,,,MEM_LOAD_L3_MISS_RETIRED.REMOTE_CXL_MEM * ( 1 + #FBHit_per_L1Miss ) if #PMM_App_Direct else #NA,,#NA,#NA,,,,,,,,MEM_LOAD_L3_MISS_RETIRED.REMOTE_PMM * ( 1 + #FBHit_per_L1Miss ) if #PMM_App_Direct else #NA,,,,,,,,,,,#NA,,Count,,,5.0,Server,,pub,i,;bot;,,,,
Aux,#LOAD_XSNP_HIT,,,,,,MEM_LOAD_L3_HIT_RETIRED.XSNP_NO_FWD + MEM_LOAD_L3_HIT_RETIRED.XSNP_FWD,,,,,,,MEM_LOAD_L3_HIT_RETIRED.XSNP_NO_FWD + MEM_LOAD_L3_HIT_RETIRED.XSNP_FWD * ( 1 - #True_XSNP_HitM_Fraction ),,,,,,,MEM_LOAD_L3_HIT_RETIRED.XSNP_HIT_PS + MEM_LOAD_L3_HIT_RETIRED.XSNP_HITM_PS * ( 1 - #True_XSNP_HitM_Fraction ),MEM_LOAD_L3_HIT_RETIRED.XSNP_HIT_PS,,,,MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HIT_PS * ( 1 + MEM_LOAD_UOPS_RETIRED.HIT_LFB_PS / #LOAD_L1_MISS_NET ),,MEM_LOAD_UOPS_LLC_HIT_RETIRED.XSNP_HIT_PS * ( 1 + MEM_LOAD_UOPS_RETIRED.HIT_LFB_PS / #LOAD_L1_MISS_NET ),,#NA,,Count,,,4.7,Offcore;Snoop,,pub/5.0,i,;bot;,,,,
Aux,#LOAD_XSNP_HITM,,,,,,MEM_LOAD_L3_HIT_RETIRED.XSNP_HITM,,,,,,,MEM_LOAD_L3_HIT_RETIRED.XSNP_FWD * #True_XSNP_HitM_Fraction,,,,,,,MEM_LOAD_L3_HIT_RETIRED.XSNP_HITM_PS * #True_XSNP_HitM_Fraction,MEM_LOAD_L3_HIT_RETIRED.XSNP_HITM_PS,,,,MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HITM_PS * ( 1 + MEM_LOAD_UOPS_RETIRED.HIT_LFB_PS / #LOAD_L1_MISS_NET ),,MEM_LOAD_UOPS_LLC_HIT_RETIRED.XSNP_HITM_PS * ( 1 + MEM_LOAD_UOPS_RETIRED.HIT_LFB_PS / #LOAD_L1_MISS_NET ),,#NA,,Count,,,4.7,Offcore;Snoop,,pub/5.0,i,;bot;,,,,
Aux,#LOAD_XSNP_MISS,,,,,,,,,,,,,,,,,,,,,MEM_LOAD_L3_HIT_RETIRED.XSNP_MISS,,,,MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_MISS_PS * ( 1 + MEM_LOAD_UOPS_RETIRED.HIT_LFB_PS / #LOAD_L1_MISS_NET ),,MEM_LOAD_UOPS_LLC_HIT_RETIRED.XSNP_MISS_PS * ( 1 + MEM_LOAD_UOPS_RETIRED.HIT_LFB_PS / #LOAD_L1_MISS_NET ),,#NA,,Count,,,4.7,Snoop,,pub/5.0,i,;bot;,,,,
Aux,#MEM_Bound_Ratio,,,,,,MEMORY_STALLS.MEM / CLKS,,,,,,MEMORY_ACTIVITY.STALLS_L3_MISS / CLKS,,,,,,,,,CYCLE_ACTIVITY.STALLS_L3_MISS / CLKS + #L2_Bound_Ratio - L2_Bound,,,,,,,,,,Fraction,,,4.1,,,pub,3,;bot;,,,,
Aux,#Mem_DDR_Hit_Fraction,,,,,,,( 19 * #LOAD_RMT_MEM + 10 * ( #LOAD_LCL_MEM + #LOAD_RMT_FWD + #LOAD_RMT_HITM ) ) / ( ( 19 * #LOAD_RMT_MEM + 10 * ( #LOAD_LCL_MEM + #LOAD_RMT_FWD + #LOAD_RMT_HITM ) ) + ( 25 * #LOAD_LCL_PMM + 33 * #LOAD_RMT_PMM ) ) if #PMM_App_Direct else 1,,#NA,#NA,,,,,,,,( 19 * #LOAD_RMT_MEM + 10 * ( #LOAD_LCL_MEM + #LOAD_RMT_FWD + #LOAD_RMT_HITM ) ) / ( ( 19 * #LOAD_RMT_MEM + 10 * ( #LOAD_LCL_MEM + #LOAD_RMT_FWD + #LOAD_RMT_HITM ) ) + ( 25 * #LOAD_LCL_PMM + 33 * #LOAD_RMT_PMM ) ) if #PMM_App_Direct else 1,,,,,,,,,,,#NA,,Fraction,,,5.0,Server,,pub,3,;bot;,,,,
Aux,#Mem_L2_Store_Cost,,,,,,,,,,,,,,,,10,,,,11,,,,,,,9,,,,Constant,,,4.0,,,pub/5.0,4,;bot;,,,,
Aux,#Mem_L3_Hit_Fraction,,,,,,,,,,,,,,,,,,,,,#NA,,,,MEM_LOAD_UOPS_RETIRED.L3_HIT_PS / ( MEM_LOAD_UOPS_RETIRED.L3_HIT_PS + #Mem_L3_Weight * MEM_LOAD_UOPS_RETIRED.L3_MISS_PS ),,MEM_LOAD_UOPS_RETIRED.LLC_HIT_PS / ( MEM_LOAD_UOPS_RETIRED.LLC_HIT_PS + #Mem_L3_Weight * MEM_LOAD_UOPS_RETIRED.LLC_MISS_PS ),MEM_LOAD_UOPS_RETIRED.LLC_HIT_PS / ( MEM_LOAD_UOPS_RETIRED.LLC_HIT_PS + #Mem_L3_Weight * MEM_LOAD_UOPS_RETIRED.LLC_MISS_PS ),MEM_LOAD_UOPS_RETIRED.LLC_HIT_PS / ( MEM_LOAD_UOPS_RETIRED.LLC_HIT_PS + #Mem_L3_Weight * MEM_LOAD_UOPS_MISC_RETIRED.LLC_MISS_PS ),,Fraction,,,3.0,,,pub,3,;,,,,
Aux,#Mem_Lock_St_Fraction,,,,,,,,,,,,,,,,,,,,,MEM_INST_RETIRED.LOCK_LOADS / MEM_INST_RETIRED.ALL_STORES,,,,,,MEM_UOPS_RETIRED.LOCK_LOADS_PS / MEM_UOPS_RETIRED.ALL_STORES_PS,,,,Fraction,,,3.0,,,pub/5.0,4,;bot;,,,,
Aux,#Memory_Bound_Fraction,,,,,,,,,,,,#NA,,,,,,,,,( CYCLE_ACTIVITY.STALLS_MEM_ANY + EXE_ACTIVITY.BOUND_ON_STORES ) / #Backend_Bound_Cycles,,( CYCLE_ACTIVITY.STALLS_MEM_ANY + RESOURCE_STALLS.SB ) / #Backend_Bound_Cycles,,,,,,( #STALLS_MEM_ANY + RESOURCE_STALLS.SB ) / #Backend_Bound_Cycles,,Fraction,,,4.0,,,pub,2,;bot;,,,,
Aux,#Mispred_Clears_Fraction,,,,,,,,,,,,Branch_Mispredicts / Bad_Speculation,,,,,,,,,,,,,,,,,BR_MISP_RETIRED.ALL_BRANCHES / ( BR_MISP_RETIRED.ALL_BRANCHES + MACHINE_CLEARS.COUNT ),,Fraction,,,4.4,BrMispredicts,,pub,2,;bot;,,,,
Aux,#OCR_all_rfo_l3_hit_snoop_hitm,,,,,,,,,,,,,,,,#NA,,OCR.DEMAND_RFO.L3_HIT.HITM_OTHER_CORE + OCR.PF_L2_RFO.L3_HIT.HITM_OTHER_CORE,,OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.HITM_OTHER_CORE + OFFCORE_RESPONSE.PF_L2_RFO.L3_HIT.HITM_OTHER_CORE,OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.SNOOP_HITM,,,,,,,,,,Count,,,4.0,Offcore,,pub/5.0,i,;bot;,,,,
Aux,#OCR_all_rfo_l3_miss_remote_hitm,,,,,,,,,,,,,,,,#NA,,OCR.DEMAND_RFO.L3_MISS.REMOTE_HITM + OCR.PF_L2_RFO.L3_MISS.REMOTE_HITM,,OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.REMOTE_HITM + OFFCORE_RESPONSE.PF_L2_RFO.L3_MISS.REMOTE_HITM,,,,,,,,,,,Count,,,4.0,Offcore;Server,,pub/5.0,i,;bot;,,,,
Aux,#ORO_Demand_RFO_C1,,,,,,,,,,,,,,,,,,,,,,,,,,,"min( CPU_CLK_UNHALTED.THREAD , OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_RFO )",,,,Count,,,2.9,Offcore,,pub/5.0,4,;bot;,,,,
Aux,#ORO_DRD_Any_Cycles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"min( CPU_CLK_UNHALTED.THREAD , OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD )",,Count,,,3.1,Offcore,,pub,4,;bot;,,,,
Aux,#ORO_DRD_BW_Cycles,,,,,,,,"min( CPU_CLK_UNHALTED.THREAD , OFFCORE_REQUESTS_OUTSTANDING.DATA_RD:c4 )",,,,,,,,,,,,,,,"min( CPU_CLK_UNHALTED.THREAD , OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:c4 )",,,,,,"min( CPU_CLK_UNHALTED.THREAD , OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:c6 )",,Count,,,3.1,Offcore,,pub,4,;bot;,,,,
Aux,#SQ_Full_Cycles,,,,,,,,,,,,,,,,#NA,,,,,,,,,,,( OFFCORE_REQUESTS_BUFFER.SQ_FULL / 2 ) if #SMT_on else OFFCORE_REQUESTS_BUFFER.SQ_FULL,,,,Count,,,4.0,Offcore,,pub/5.0,4,;bot;,,,,
Aux,#STALLS_MEM_ANY,,,,,,,,,,,,,,,,,,,,,,,#NA,,,,"min( CPU_CLK_UNHALTED.THREAD , CYCLE_ACTIVITY.STALLS_LDM_PENDING )",,"min( CPU_CLK_UNHALTED.THREAD , CYCLE_ACTIVITY.STALLS_L1D_PENDING )",,Count,,,3.1,,,pub,2,;,,,,
Aux,#STALLS_TOTAL,,,,,,,,,,,,,,,,,,,,,,,#NA,,,,"min( CPU_CLK_UNHALTED.THREAD , CYCLE_ACTIVITY.CYCLES_NO_EXECUTE )",,"min( CPU_CLK_UNHALTED.THREAD , CYCLE_ACTIVITY.CYCLES_NO_DISPATCH )",,Count,,,2.9,,,pub,2,;,,,,
Aux,#Store_L2_Hit_Cycles,,,,,,,,,,,,MEM_STORE_RETIRED.L2_HIT * #Mem_L2_Store_Cost * ( 1 - #Mem_Lock_St_Fraction ),,,,,,,,,,,,,,,L2_RQSTS.RFO_HIT * #Mem_L2_Store_Cost * ( 1 - #Mem_Lock_St_Fraction ),,#NA,,Count,,,3.1,,,pub/5.0,4,;bot;,,,,
Aux,#True_XSNP_HitM_Fraction,,,,,,#NA,,,,,,,OCR.DEMAND_DATA_RD.L3_HIT.SNOOP_HITM / ( OCR.DEMAND_DATA_RD.L3_HIT.SNOOP_HITM + OCR.DEMAND_DATA_RD.L3_HIT.SNOOP_HIT_WITH_FWD ),,OCR.DEMAND_DATA_RD.L3_HIT.SNOOP_HITM / ( OCR.DEMAND_DATA_RD.L3_HIT.SNOOP_HITM + OCR.DEMAND_DATA_RD.L3_HIT.SNOOP_HIT_WITH_FWD ),,,OCR.DEMAND_DATA_RD.L3_HIT.HITM_OTHER_CORE / ( OCR.DEMAND_DATA_RD.L3_HIT.HITM_OTHER_CORE + OCR.DEMAND_DATA_RD.L3_HIT.HIT_OTHER_CORE_FWD ),,OFFCORE_RESPONSE.DEMAND_DATA_RD.L3_HIT.HITM_OTHER_CORE / ( OFFCORE_RESPONSE.DEMAND_DATA_RD.L3_HIT.HITM_OTHER_CORE + OFFCORE_RESPONSE.DEMAND_DATA_RD.L3_HIT.SNOOP_HIT_WITH_FWD ),,,,,,,,,#NA,,Fraction,,,3.5,Offcore;Snoop,,pub/5.0,3,;bot;,,,,
Aux,#Mem_L3_Weight,,,,,,,,,,,,,,,,,,,,,#NA,,,,,,,,7,,Constant,,,2.5,,,pub,-,;,,,,
Aux,#Mem_STLB_Hit_Cost,,,,,,,,,,,,,,,,7,,,,,9,,,,8,,,,7,,Constant,,,4.2,MemoryTLB,,pub,4,;bot;,,,,
Aux,#Mem_XSNP_HitM_Cost,,,,,,,,,,,81 * Core_Frequency,28 * Core_Frequency,54 * Core_Frequency,,48 * Core_Frequency,32.5 * Core_Frequency,,,,47.5 * Core_Frequency,22 * Core_Frequency,,,,,,60,,,,NanoSeconds,,,4.8,Snoop,,pub/5.0,4,;bot;,,,,
Aux,#Mem_XSNP_Hit_Cost,,,,,,,,,,,79 * Core_Frequency,27 * Core_Frequency,53 * Core_Frequency,,47.5 * Core_Frequency,27 * Core_Frequency,,,,47.5 * Core_Frequency,20 * Core_Frequency,,,,,,43,,,,NanoSeconds,,,4.8,Snoop,,pub/5.0,4,;bot;,,,,
Aux,#Mem_XSNP_None_Cost,,,,,,,,,,,37 * Core_Frequency,12 * Core_Frequency,22.5 * Core_Frequency,,23 * Core_Frequency,12.5 * Core_Frequency,,,,20.5 * Core_Frequency,10 * Core_Frequency,,,,,41,29,,,,NanoSeconds,,,4.7,Snoop,,pub/5.0,4,;bot;,,,,
Aux,#Mem_Local_DRAM_Cost,,,,,,,,,,,109 * Core_Frequency,,,,66.5 * Core_Frequency,,,,,80 * Core_Frequency,,,,,,200,,,,,NanoSeconds,,,4.8,Server,,pub/5.0,5,;bot;,,,,
Aux,#Mem_Remote_DRAM_Cost,,,,,,,,,,,190 * Core_Frequency,,,,131 * Core_Frequency,,,,,147.5 * Core_Frequency,,,,,,310,,,,,NanoSeconds,,,4.8,Server,,pub/5.0,5,;bot;,,,,
Aux,#Mem_Remote_HitM_Cost,,,,,,,,,,,170 * Core_Frequency,,,,120 * Core_Frequency,,,,,110 * Core_Frequency,,,,,,200,,,,,NanoSeconds,,,4.8,Server,,pub/5.0,5,;bot;,,,,
Aux,#Mem_Remote_Fwd_Cost,,,,,,,,,,,170 * Core_Frequency,,,,120 * Core_Frequency,,,,,110 * Core_Frequency,,,,,,180,,,,,NanoSeconds,,,4.8,Server,,pub/5.0,5,;bot;,,,,
Aux,#Mem_L2_Hit_Cost,,,,,,,,,,,4.4 * Core_Frequency,3 * Core_Frequency,5 * Core_Frequency,,4 * Core_Frequency,,,,,,3.5 * Core_Frequency,,,,,180,,,,,NanoSeconds,,,4.8,,,pub/5.0,5,;bot;,,,,
Aux,#BAClear_Cost,,,,,,,,,,,,#NA,,,,10,,,,,9,,,,,,,,12,,Constant,,,4.4,,,pub,i,;bot;,,,,
Aux,#MS_Switches_Cost,,,,,,,,,,,,,,,,3,,,,,,,,,2,,,,3,,Constant,,,4.0,,,pub,3,;bot;,,,,
Aux,#Avg_Assist_Cost,,,,,,,,,,,,( 99 *3 + 63 + 30 ) / 5,,,,,,,,,34,,,,,,66,,,,Constant,,,4.6,,,pub/v4.6,3,;bot;,,,,
Aux,#PERF_METRICS_SUM,,,,,,,,,,,,,,,,PERF_METRICS.FRONTEND_BOUND + PERF_METRICS.BAD_SPECULATION + PERF_METRICS.RETIRING + PERF_METRICS.BACKEND_BOUND,,,,,,,,,,,,,#NA,,Count,,,4.1,TmaL1,,pub/v4,1,;bot;perf,,,,
Aux,#Pipeline_Width,,,,,,8,,,,,,6,,,,5,,,,,,,,,,,,,4,,Constant,,,4.1,TmaL1,,pub,1,;bot;perf,,,,
Aux,#DSB_Width,,,,,,12,,,,,,8,,,,,,,,,6,,,,,,,,4,,Constant,,,5.0,,,,,ptools,,,,
Aux,#MITE_Width,,,,,,8,,,,,,6,,,,,,,,,5,,,,,,,,,,Constant,,,5.0,,,,,ptools,,,,
Aux,#Decode_Width,,,,,,8,,,,,,6,,,,,,,,,4,,,,,,,,,,Constant,,,5.0,,,,,ptools,,,,
Aux,#MS_Width,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,Constant,,,5.0,,,,,ptools,,,,
Aux,#Retire_Width,,,,,,12,,,,,,,,,,8,,,,,4,,,,,,,,,,Constant,,,5.0,,,,,ptools,,,,
Aux,#Recovery_Cycles,,,,,,,,,,,,#NA,,,,#NA,,,,,,,,,,,,,( INT_MISC.RECOVERY_CYCLES_ANY / 2 ) if #SMT_on else INT_MISC.RECOVERY_CYCLES,,Count,,,4.2,,,pub,1,;bot;,,,,
Aux,#Retire_Fraction,,,,,,,,,,,,,,,,UOPS_RETIRED.SLOTS / UOPS_ISSUED.ANY,,,,,,,,,,,,,#Retired_Slots / UOPS_ISSUED.ANY,,Fraction,,,4.6,BrMispredicts,,pub,2,;bot;,,,,
Aux,#Retired_Slots,,,,,,,,,,,,,,,,Retiring * SLOTS,,,,,,,,,,,,,UOPS_RETIRED.RETIRE_SLOTS,,Count,,,4.1,TmaL1,,pub,1,;bot;perf,,,,
Aux,#OneMillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,,Constant,,,2.6,,,pub,i,;bot;,,,,
Aux,#OneBillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000,,Constant,,,3.0,,,pub,i,;bot;,,,,
Aux,#Energy_Unit,,,,,,,,,,,,,,,,,,,,,,,,,61,,15.6,,,,Constant,,,3.0,,,pub,i,;,,,,
Aux,#Errata_Whitelist,,,,,,,,#NA,,,SPR121;SPR103,ADL038;ADL066,,,,#NA,,,,,SKL091,,BDE69;BDE70,,,,,,,,Constant,,,4.8,,,pub,i,;toplev,,,,
Aux,#SMT_on,,,,,,#NA,,,,,,,,,,,,,,,,,,,,,,,1,,SystemParameter,whether Simultaneous Multi Threading (SMT) is enabled (in BIOS),,2.7,SMT;Summary,,pub/v3,1,;bot;,EDP ? system.sockets[0][0].size > 1 : perf ? /sys/devices/system/cpu/smt/control : Intel-way-SMT-on,,,
Aux,#EBS_Mode,,,,,,,,,,,,,,,,#NA,,,,,,,,,,,,,0,,ExternalParameter,Use ratios that apply to Event Based Sampling where applicable. By setting this flag user acks homogeneous behavior across all processors. Note this may increase counter multiplexing.,,4.6,,,pub/v3.3,1,;bot;vtune,,,,
Aux,Num_CPUs,,,,,,NUM_CORES if NUM_CORES else 16,NUM_CORES * NUM_SOCKETS * NUM_THREADS if NUM_CORES else 320 / ( 2 - #SMT_on ),,,,NUM_CORES * NUM_SOCKETS * NUM_THREADS if NUM_CORES else 224 / ( 2 - #SMT_on ),NUM_CORES * NUM_THREADS if NUM_CORES else ( 8 + 16 / ( 2 - #SMT_on ) ),NUM_CORES * NUM_THREADS if NUM_CORES else 16 / ( 2 - #SMT_on ),,NUM_CORES * NUM_SOCKETS * NUM_THREADS if NUM_CORES else 160 / ( 2 - #SMT_on ),,,112 if #SMT_on else 56,,,,,,,,,,,8 if #SMT_on else 4,,SystemParameter,Number of logical processors (enabled or online) on the target system,,4.6,Summary,,pub/v4.6,,;,EDP ? system.sockets[0].cpus.count : perf ? Linux-way-Num-CPUs  : Intel-way-Num-CPUs,,,
Aux,#Memory,,,,,,,,,0,2,0,,,,,,,1,,,,,,,,,,,#NA,,ExternalParameter,,,4.8,Server,,pub/v3.5,3,;bot;,,,,
Aux,#PMM_App_Direct,,,,,,,,,,,,,,,,,,1 if #Memory == 1 else 0,,,,,,,,,,,#NA,,ExternalParameter,,,4.5,Server,,pub,3,;bot;,,,,
Aux,#HBM,,,,,,,0,,,,1 if #Memory > 1 else 0,,,,,,,,,,,,,,,,,,,,ExternalParameter,,,4.7,Server,,pub/v4.6,,;bot;,,,,
Aux,DurationTimeInMilliSeconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SystemParameter,The duration time in milli-seconds of the profile,,4.2,Summary,,pub,,;bot;EDP;perf;VTune,EDP ? 1000 : duration-time,,,
Aux,Dependent_Loads_Weight,,,,,,#NA,,,,,,,,,,,,,,,20,,,,,,,,,,SystemParameter,A system parameter for dependent-loads (pointer chasing like access pattern) of the workload. An integer fraction in range from 0 (no dependent loads) to 100 (all loads are dependent loads),,4.8,MemoryLat,,pub/5.0,,;bot;,,,,
Aux,#PERF_METRICS_MSR,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,#NA,,ExternalParameter,,,4.2,,,,1,;bot;toplev;vtune,,,,
Aux,#FP16,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,ExternalParameter,A system parameter to indicate FP16 on vector stack and AMX (any data type) are enabled,,4.6,Flops;Server,,pub/v4.5,,,,,,
Aux,#DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,ExternalParameter,A system parameter to indicate Dual-Socket is enabled,,4.8,Server,,pub/5.0,,;bot;,,,,
